opportunity_id,physical_page,page_code,page_title,frame_type,content_need,label,claimable_by,required_tags,target_words,status,match_mode,payment_eligible,analytics_id
ISSUE-TEMPLATE-P34-ARTS-IMAGE-01,36,P34,"Artist Story, Process & Interview",IMAGE,PHOTO_OR_ARTWORK,"Artist Story, Process & Interview / PORTRAIT OR PROCESS",PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist story, process & interview, image, artist, process, interview, arts, marketplace, portrait",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P34-ARTS-IMAGE-01
ISSUE-TEMPLATE-P34-ARTS-TEXT-01,36,P34,"Artist Story, Process & Interview",TEXT,ARTICLE_OR_COPY,"Artist Story, Process & Interview / Q&A COLUMN A",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, artist story, process & interview, text, artist, process, interview, arts, marketplace, column","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P34-ARTS-TEXT-01
ISSUE-TEMPLATE-P34-ARTS-TEXT-02,36,P34,"Artist Story, Process & Interview",TEXT,ARTICLE_OR_COPY,"Artist Story, Process & Interview / Q&A COLUMN B + PULLQUOTE",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, artist story, process & interview, text, artist, process, interview, arts, marketplace, column",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P34-ARTS-TEXT-02
ISSUE-TEMPLATE-P35-ARTS-IMAGE-01,37,P35,"Marketplace: Products, Prints & Services",IMAGE,PHOTO_OR_ARTWORK,"Marketplace: Products, Prints & Services / EDITORIAL IMAGE",PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, marketplace: products, prints & services, image, marketplace, products, prints, services, arts, artist",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P35-ARTS-IMAGE-01
ISSUE-TEMPLATE-P35-ARTS-TEXT-01,37,P35,"Marketplace: Products, Prints & Services",TEXT,ARTICLE_OR_COPY,"Marketplace: Products, Prints & Services / EDITORIAL TEXT",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, marketplace: products, prints & services, text, marketplace, products, prints, services, arts, artist",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P35-ARTS-TEXT-01
ISSUE-TEMPLATE-P35-ARTS-TEXT-02,37,P35,"Marketplace: Products, Prints & Services",TEXT,ARTICLE_OR_COPY,"Marketplace: Products, Prints & Services / CAPTION + SERVICE INFO",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, marketplace: products, prints & services, text, marketplace, products, prints, services, arts, artist",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P35-ARTS-TEXT-02
ISSUE-TEMPLATE-P35-HALF-03,37,P35,"Marketplace: Products, Prints & Services",AD,AD,HALF / AD_HALF,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, marketplace: products, prints & services, ad, marketplace, products, prints, services, arts, artist",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P35-HALF-03
ISSUE-TEMPLATE-P36-SPORTS-IMAGE-01,38,P36,Anna High School Sports: Opening,IMAGE,PHOTO_OR_ARTWORK,Anna High School Sports: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, anna high school sports: opening, image, high, school, sports, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P36-SPORTS-IMAGE-01
ISSUE-TEMPLATE-P36-SPORTS-TEXT-01,38,P36,Anna High School Sports: Opening,TEXT,ARTICLE_OR_COPY,Anna High School Sports: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, anna high school sports: opening, text, high, school, sports, kicker, headline, deck",15-75,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P36-SPORTS-TEXT-01
ISSUE-TEMPLATE-P36-SPORTS-TEXT-02,38,P36,Anna High School Sports: Opening,TEXT,ARTICLE_OR_COPY,Anna High School Sports: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, anna high school sports: opening, text, high, school, sports, byline, local voices, reported story",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P36-SPORTS-TEXT-02
ISSUE-TEMPLATE-P37-SPORTS-DATA-01,39,P37,"Scores, Standings & Schedule",DATA,VERIFIED_DATA_OR_GRAPHIC,"Scores, Standings & Schedule / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, scores, standings & schedule, data, scores, standings, schedule, high, school, sports",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P37-SPORTS-DATA-01
ISSUE-TEMPLATE-P37-SPORTS-TEXT-01,39,P37,"Scores, Standings & Schedule",TEXT,ARTICLE_OR_COPY,"Scores, Standings & Schedule / EXPLAINER",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, scores, standings & schedule, text, scores, standings, schedule, high, school, sports",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P37-SPORTS-TEXT-01
ISSUE-TEMPLATE-P37-SPORTS-TEXT-02,39,P37,"Scores, Standings & Schedule",TEXT,ARTICLE_OR_COPY,"Scores, Standings & Schedule / RESOURCE LIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, scores, standings & schedule, text, scores, standings, schedule, high, school, sports",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P37-SPORTS-TEXT-02
ISSUE-TEMPLATE-P37-THIRD_VERTICAL-04,39,P37,"Scores, Standings & Schedule",AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, scores, standings & schedule, ad, scores, standings, schedule, high, school, sports",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P37-THIRD_VERTICAL-04
ISSUE-TEMPLATE-P38-SPORTS-IMAGE-01,40,P38,Athlete & Team Spotlight,IMAGE,PHOTO_OR_ARTWORK,Athlete & Team Spotlight / PORTRAIT OR PROCESS,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, athlete & team spotlight, image, athlete, team, spotlight, high, school, sports",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P38-SPORTS-IMAGE-01
ISSUE-TEMPLATE-P38-SPORTS-TEXT-01,40,P38,Athlete & Team Spotlight,TEXT,ARTICLE_OR_COPY,Athlete & Team Spotlight / Q&A COLUMN A,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, athlete & team spotlight, text, athlete, team, spotlight, high, school, sports","700-1,200",OPEN,EDITORIAL_ROTATION,true,ANALYTICS-ISSUE-TEMPLATE-P38-SPORTS-TEXT-01
ISSUE-TEMPLATE-P38-SPORTS-TEXT-02,40,P38,Athlete & Team Spotlight,TEXT,ARTICLE_OR_COPY,Athlete & Team Spotlight / Q&A COLUMN B + PULLQUOTE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, athlete & team spotlight, text, athlete, team, spotlight, high, school, sports",400-800,OPEN,EDITORIAL_ROTATION,true,ANALYTICS-ISSUE-TEMPLATE-P38-SPORTS-TEXT-02
ISSUE-TEMPLATE-P39-SPORTS-CAPTION-01,41,P39,Game-Day Photo Essay,CAPTION,CAPTION_AND_CREDIT,Game-Day Photo Essay / CAPTION BLOCK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, game-day photo essay, caption, game-day, essay, high, school, sports, block",20-80,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P39-SPORTS-CAPTION-01
ISSUE-TEMPLATE-P39-SPORTS-IMAGE-01,41,P39,Game-Day Photo Essay,IMAGE,PHOTO_OR_ARTWORK,Game-Day Photo Essay / PRIMARY PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, game-day photo essay, image, game-day, essay, high, school, sports, primary",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P39-SPORTS-IMAGE-01
ISSUE-TEMPLATE-P39-SPORTS-IMAGE-02,41,P39,Game-Day Photo Essay,IMAGE,PHOTO_OR_ARTWORK,Game-Day Photo Essay / DETAIL PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, game-day photo essay, image, game-day, essay, high, school, sports, detail",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P39-SPORTS-IMAGE-02
ISSUE-TEMPLATE-P39-SPORTS-IMAGE-03,41,P39,Game-Day Photo Essay,IMAGE,PHOTO_OR_ARTWORK,Game-Day Photo Essay / CONTEXT PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, game-day photo essay, image, game-day, essay, high, school, sports, context",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P39-SPORTS-IMAGE-03
ISSUE-TEMPLATE-P39-SPORTS-TEXT-01,41,P39,Game-Day Photo Essay,TEXT,ARTICLE_OR_COPY,Game-Day Photo Essay / NARRATIVE + CREDITS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, game-day photo essay, text, game-day, essay, high, school, sports, narrative",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P39-SPORTS-TEXT-01
ISSUE-TEMPLATE-P40-SPORTS-DATA-01,42,P40,Sports Calendar & School Spirit,DATA,VERIFIED_DATA_OR_GRAPHIC,Sports Calendar & School Spirit / CALENDAR GRID,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, sports calendar & school spirit, data, sports, calendar, school, spirit, high, grid",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P40-SPORTS-DATA-01
ISSUE-TEMPLATE-P40-SPORTS-IMAGE-01,42,P40,Sports Calendar & School Spirit,IMAGE,PHOTO_OR_ARTWORK,Sports Calendar & School Spirit / EVENT IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna high school sports, sports calendar & school spirit, image, sports, calendar, school, spirit, high, event",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P40-SPORTS-IMAGE-01
ISSUE-TEMPLATE-P40-SPORTS-TEXT-01,42,P40,Sports Calendar & School Spirit,TEXT,ARTICLE_OR_COPY,Sports Calendar & School Spirit / EDITOR PICKS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, sports calendar & school spirit, text, sports, calendar, school, spirit, high, editor",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P40-SPORTS-TEXT-01
ISSUE-TEMPLATE-P40-SPORTS-TEXT-02,42,P40,Sports Calendar & School Spirit,TEXT,ARTICLE_OR_COPY,Sports Calendar & School Spirit / SUBMISSION QR + DEADLINES,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, sports calendar & school spirit, text, sports, calendar, school, spirit, high, submission",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P40-SPORTS-TEXT-02
ISSUE-TEMPLATE-P41-FULL-04,43,P41,Anna Sports Partner,AD,AD,FULL / AD_FULL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna high school sports, anna sports partner, ad, sports, partner, high, school, full, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P41-FULL-04
ISSUE-TEMPLATE-P42-EVENTS-IMAGE-01,44,P42,Next Month in Anna: Opening,IMAGE,PHOTO_OR_ARTWORK,Next Month in Anna: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, next month in anna, next month in anna: opening, image, next, month, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P42-EVENTS-IMAGE-01
ISSUE-TEMPLATE-P42-EVENTS-TEXT-01,44,P42,Next Month in Anna: Opening,TEXT,ARTICLE_OR_COPY,Next Month in Anna: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month in anna: opening, text, next, month, kicker, headline, deck, local voices",15-75,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P42-EVENTS-TEXT-01
ISSUE-TEMPLATE-P42-EVENTS-TEXT-02,44,P42,Next Month in Anna: Opening,TEXT,ARTICLE_OR_COPY,Next Month in Anna: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month in anna: opening, text, next, month, byline, local voices, reported story",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P42-EVENTS-TEXT-02
ISSUE-TEMPLATE-P43-EVENTS-IMAGE-01,45,P43,Next Month: Featured Events,IMAGE,PHOTO_OR_ARTWORK,Next Month: Featured Events / EDITORIAL IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, next month in anna, next month: featured events, image, next, month, featured, events, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P43-EVENTS-IMAGE-01
ISSUE-TEMPLATE-P43-EVENTS-TEXT-01,45,P43,Next Month: Featured Events,TEXT,ARTICLE_OR_COPY,Next Month: Featured Events / EDITORIAL TEXT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: featured events, text, next, month, featured, events, local voices, reported story",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P43-EVENTS-TEXT-01
ISSUE-TEMPLATE-P43-EVENTS-TEXT-02,45,P43,Next Month: Featured Events,TEXT,ARTICLE_OR_COPY,Next Month: Featured Events / LISTINGS OR CAPTIONS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: featured events, text, next, month, featured, events, listings, captions",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P43-EVENTS-TEXT-02
ISSUE-TEMPLATE-P43-QUARTER-09,45,P43,Next Month: Featured Events,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: featured events, ad, next, month, featured, events, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P43-QUARTER-09
ISSUE-TEMPLATE-P43-QUARTER-10,45,P43,Next Month: Featured Events,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: featured events, ad, next, month, featured, events, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P43-QUARTER-10
ISSUE-TEMPLATE-P44-EVENTS-DATA-01,46,P44,Next Month: Datebook I,DATA,VERIFIED_DATA_OR_GRAPHIC,Next Month: Datebook I / CALENDAR GRID,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook i, data, next, month, datebook, calendar, grid, verified data",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P44-EVENTS-DATA-01
ISSUE-TEMPLATE-P44-EVENTS-IMAGE-01,46,P44,Next Month: Datebook I,IMAGE,PHOTO_OR_ARTWORK,Next Month: Datebook I / EVENT IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, next month in anna, next month: datebook i, image, next, month, datebook, event, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P44-EVENTS-IMAGE-01
ISSUE-TEMPLATE-P44-EVENTS-TEXT-01,46,P44,Next Month: Datebook I,TEXT,ARTICLE_OR_COPY,Next Month: Datebook I / EDITOR PICKS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook i, text, next, month, datebook, editor, picks, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P44-EVENTS-TEXT-01
ISSUE-TEMPLATE-P44-EVENTS-TEXT-02,46,P44,Next Month: Datebook I,TEXT,ARTICLE_OR_COPY,Next Month: Datebook I / SUBMISSION QR + DEADLINES,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook i, text, next, month, datebook, submission, deadlines, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P44-EVENTS-TEXT-02
ISSUE-TEMPLATE-P45-EVENTS-DATA-01,47,P45,Next Month: Datebook II,DATA,VERIFIED_DATA_OR_GRAPHIC,Next Month: Datebook II / CALENDAR GRID,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook ii, data, next, month, datebook, calendar, grid, verified data",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P45-EVENTS-DATA-01
ISSUE-TEMPLATE-P45-EVENTS-IMAGE-01,47,P45,Next Month: Datebook II,IMAGE,PHOTO_OR_ARTWORK,Next Month: Datebook II / EVENT IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, next month in anna, next month: datebook ii, image, next, month, datebook, event, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P45-EVENTS-IMAGE-01
ISSUE-TEMPLATE-P45-EVENTS-TEXT-01,47,P45,Next Month: Datebook II,TEXT,ARTICLE_OR_COPY,Next Month: Datebook II / EDITOR PICKS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook ii, text, next, month, datebook, editor, picks, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P45-EVENTS-TEXT-01
ISSUE-TEMPLATE-P45-EVENTS-TEXT-02,47,P45,Next Month: Datebook II,TEXT,ARTICLE_OR_COPY,Next Month: Datebook II / SUBMISSION QR + DEADLINES,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook ii, text, next, month, datebook, submission, deadlines, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P45-EVENTS-TEXT-02
ISSUE-TEMPLATE-P45-QUARTER-11,47,P45,Next Month: Datebook II,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook ii, ad, next, month, datebook, quarter, local business, sponsor",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P45-QUARTER-11
ISSUE-TEMPLATE-P45-QUARTER-12,47,P45,Next Month: Datebook II,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, next month in anna, next month: datebook ii, ad, next, month, datebook, quarter, local business, sponsor",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P45-QUARTER-12
ISSUE-TEMPLATE-P46-PETS-IMAGE-01,48,P46,Pet Corner: Pets Around Town,IMAGE,PHOTO_OR_ARTWORK,Pet Corner: Pets Around Town / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet corner: pets around town, image, pet, corner, pets, around, town, photos",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P46-PETS-IMAGE-01
ISSUE-TEMPLATE-P46-PETS-TEXT-01,48,P46,Pet Corner: Pets Around Town,TEXT,ARTICLE_OR_COPY,Pet Corner: Pets Around Town / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet corner: pets around town, text, pet, corner, pets, around, town, photos",15-75,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P46-PETS-TEXT-01
ISSUE-TEMPLATE-P46-PETS-TEXT-02,48,P46,Pet Corner: Pets Around Town,TEXT,ARTICLE_OR_COPY,Pet Corner: Pets Around Town / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet corner: pets around town, text, pet, corner, pets, around, town, photos",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P46-PETS-TEXT-02
ISSUE-TEMPLATE-P47-PETS-IMAGE-01,49,P47,Pet Contest Finalists,IMAGE,PHOTO_OR_ARTWORK,Pet Contest Finalists / IMAGE 1,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, image, pet, contest, finalists, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-IMAGE-01
ISSUE-TEMPLATE-P47-PETS-IMAGE-02,49,P47,Pet Contest Finalists,IMAGE,PHOTO_OR_ARTWORK,Pet Contest Finalists / IMAGE 2,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, image, pet, contest, finalists, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-IMAGE-02
ISSUE-TEMPLATE-P47-PETS-IMAGE-03,49,P47,Pet Contest Finalists,IMAGE,PHOTO_OR_ARTWORK,Pet Contest Finalists / IMAGE 3,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, image, pet, contest, finalists, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-IMAGE-03
ISSUE-TEMPLATE-P47-PETS-IMAGE-04,49,P47,Pet Contest Finalists,IMAGE,PHOTO_OR_ARTWORK,Pet Contest Finalists / IMAGE 4,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, image, pet, contest, finalists, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-IMAGE-04
ISSUE-TEMPLATE-P47-PETS-IMAGE-05,49,P47,Pet Contest Finalists,IMAGE,PHOTO_OR_ARTWORK,Pet Contest Finalists / IMAGE 5,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, image, pet, contest, finalists, corner, photos, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-IMAGE-05
ISSUE-TEMPLATE-P47-PETS-TEXT-01,49,P47,Pet Contest Finalists,TEXT,ARTICLE_OR_COPY,Pet Contest Finalists / INTRO + CAPTIONS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, text, pet, contest, finalists, corner, photos, intro",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P47-PETS-TEXT-01
ISSUE-TEMPLATE-P47-THIRD_VERTICAL-05,49,P47,Pet Contest Finalists,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet contest finalists, ad, pet, contest, finalists, corner, photos, third",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P47-THIRD_VERTICAL-05
ISSUE-TEMPLATE-P48-PETS-CAPTION-01,50,P48,Community Photos,CAPTION,CAPTION_AND_CREDIT,Community Photos / CAPTION BLOCK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, community photos, caption, photos, pet, corner, block, attribution",20-80,OPEN,CONTEST_OR_EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P48-PETS-CAPTION-01
ISSUE-TEMPLATE-P48-PETS-IMAGE-01,50,P48,Community Photos,IMAGE,PHOTO_OR_ARTWORK,Community Photos / PRIMARY PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, community photos, image, photos, pet, corner, primary, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P48-PETS-IMAGE-01
ISSUE-TEMPLATE-P48-PETS-IMAGE-02,50,P48,Community Photos,IMAGE,PHOTO_OR_ARTWORK,Community Photos / DETAIL PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, community photos, image, photos, pet, corner, detail, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P48-PETS-IMAGE-02
ISSUE-TEMPLATE-P48-PETS-IMAGE-03,50,P48,Community Photos,IMAGE,PHOTO_OR_ARTWORK,Community Photos / CONTEXT PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, pet corner & community photos, community photos, image, photos, pet, corner, context, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P48-PETS-IMAGE-03
ISSUE-TEMPLATE-P48-PETS-TEXT-01,50,P48,Community Photos,TEXT,ARTICLE_OR_COPY,Community Photos / NARRATIVE + CREDITS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, community photos, text, photos, pet, corner, narrative, credits, local voices",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P48-PETS-TEXT-01
ISSUE-TEMPLATE-P49-HALF-04,51,P49,Pet Resources & Winners,AD,AD,HALF / AD_HALF,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, pet corner & community photos, pet resources & winners, ad, pet, resources, winners, corner, photos, half",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P49-HALF-04
